Sku	Descrição	Sessão	Sub Sessão	Marca	Fabricante	NCM	Ean13	Peso	Peso com embalagem	Comprimento	Largura	Altura	Foto	Preço	Preço Promocional	Possuí estoque
29946	MOLA SUSP. TRAS. MONTANA 1.4/1.8 8V 03/21 (C/ GNV) (EMBAL. 2 PCS) - ALLEN	Auto Peças	Molas	ALLEN	General Motors	73202010	7898484581572	2000	2000	0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/29946.jpg	199,23	199,23	S
29947	MOLA SUSP. TRAS. ASTRA HATCH/SEDAN 99/11 / VECTRA 2.0/2.4 06/11 / VECTRA GT 2.0 8V (EXC. GTX) 08/11 (C/ GNV) (BLINDADO) (EMBAL. 2 PCS) - ALLEN	Auto Peças	Molas	ALLEN	General Motors	73202010	7898484582272	2000	2000	0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/29947.jpg	139,18	139,18	N
29949	MOLA SUSP. TRAS. VECTRA 97/05 (C/ GNV) (EMBAL. 2 UNID.) - ALLEN	Auto Peças	Molas	ALLEN	General Motors	73202010	7898484582098	2000	2000	0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/29949.jpg	90,8	90,8	S
29950	MOLA SUSP. TRAS. CORSA SEDAN GII 02/... (C/ GNV) (EMBAL. 2 UNID.) - ALLEN	Auto Peças	Molas	ALLEN	General Motors	73202010	7898484585679	2000	2000	0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/29950.jpg	144,06	144,06	S
29951	MOLA SUSP. TRAS. COBALT 12/... (C/ GNV) (EMBAL. 2 UNID.) - ALLEN AL1128G TIGRE MTG547T	Auto Peças	Molas	ALLEN	General Motors	73202010	7898484587017	2000	2000	0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/29951.jpg	124,95	124,95	S
29952	MOLA SUSP. TRAS. OPALA (MODELOS 69/87  USAR ISOLADOR OE 94608781) 69/92 (EMBAL. 2 UNID.) - ALLEN	Auto Peças	Molas	ALLEN	General Motors	73202010	7898484581848	2000	2000	0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/29952.jpg	139,18	139,18	S
29953	MOLA SUSP. TRAS. ECOSPORT 4X2 03/11 (C/ GNV) (EMBAL. 2 UNID.) - ALLEN	Auto Peças	Molas	ALLEN	Ford	73202010	7898484580407	2000	2000	0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/29953.jpg	134,69	134,69	S
29954	MOLA SUSP. TRAS. COROLLA 02/08 (C/ GNV) (BLINDADO) (EMBAL. 2 PCS) - ALLEN	Auto Peças	Molas	Molas	Toyota		7898484583934	2000		0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/29954.jpg	145,93	145,93	S
29955	MOLA SUSP. DIANT. IPANEMA SL / SLE 89/98 / ASTRA GL / GLS (S/AR) (EXCETO SW) 95/96 (EMBAL. 2 UNID.) - ALLEN	Auto Peças	Molas	Molas	General Motors	73202010	7898484581954	2000		0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/29955.jpg	87,71	87,71	S
29956	MOLA SUSP. TRAS. BELINA II 1.4/1.6/1.8 78/91 / BELINA 4X4 84/88 / DEL REY TAXI (REFORCADO) 81/91 (EMBAL. 2 UNID.) - ALLEN	Auto Peças	Molas	ALLEN	Ford	73202010	7898484580612	2000		0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/29956.jpg	130,73	130,73	S
29957	MOLA SUSP. DIANT. PASSAT (S/AR) 73/88 (EMBAL. 2 UNID.) - ALLEN	Auto Peças	Molas	Molas	Volkswagen		7898484582319	2000		0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/29957.jpg	116	116	N
29958	MOLA SUSP. TRAS. CORCEL 2/4 PORTAS 69/77 (REFORC.) (EMBAL. 2 UNID.) - ALLEN	Auto Peças	Molas	Molas	Ford		7898484580063	2000		0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/29958.jpg	113,21	113,21	S
29959	MOLA SUSP. DIANT. FOCUS SEDAN / HATCH 1.6 (C/AR) 00/08 (EMBAL. 2 UNID.) - ALLEN	Auto Peças	Molas	ALLEN	Ford	73202010	7898484580094	2000	2000	0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/29959.jpg	137,5	137,5	S
29960	MOLA SUSP. DIANT. NOVO PALIO 1.0 (C/AR E D.H.) 11/... (EMBAL. 2 UNID.) - ALLEN	Auto Peças	Molas	ALLEN	Fiat	73202010	7898484587413	2000	2000	0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/29960.jpg	124,82	124,82	S
29961	MOLA SUSP. DIANT. VECTRA GIII 2.0 8V / 2.4 16V (C/AR E C/T.A.) 06/... / VECTRA GT / GTX 2.4 16V (C/AR E C/T.A.) 08/09 (EMBAL. 2 UNID.) - ALLEN	Auto Peças	Molas	ALLEN	General Motors	73202010	7898484585945	2000		0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/29961.jpg	108,93	108,93	S
29962	MOLA SUSP. DIANT. BELINA / CORCEL TDS 69/77 (EMBAL. 2 UNID.) - ALLEN	Auto Peças	Molas	Molas	Ford		7898484580025	2000		0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/29962.jpg	134,18	134,18	S
29963	MOLA SUSP. DIANT. MAREA SEDAN / SW (C/AR E S/T.A.) / 2.0 20V / 2.4 20V (EXCETO TURBO) 98/07  (EMBAL. 2 UNID.) - ALLEN	Auto Peças	Molas	Molas	Fiat	73202010	7898484583392	2000		0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/29963.jpg	108,83	108,83	S
29964	MOLA SUSP. TRAS. TEMPRA 8V/16V (EXCETO TURBO) 92/99 (EMBAL. 2 UNID.) - ALLEN	Auto Peças	Molas	Molas	Fiat		7898484583170	2000		0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/29964.jpg	70,72	70,72	S
29967	KIT DE EMBREAGEM NOVA IVECO DAILY 3.0 16V 35S14 / 45S14 / 55C16 08/12 (CAMBIO EATON 2405E / VOLANTE RIGIDO) NOVA DAILY CITY 2.3 16V 30S13 18/... / NOVA IVECO DAILY 3.0 16V 35S14/40S14/35C15/40C14 19/... ECOLINE EURO 5 CAMBIO ZF 6S420VO (VOLANTE RIGIDO) D	Auto Peças	Embreagens		Iveco	87089300	7908304816668	11810	11810	38.00	34	7	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/29967.jpg	1388,96	1388,96	S
29968	KIT DE EMBREAGEM NOVA IVECO DAILY 3.0 16V ECOLINE 35S14 / 70S16 12/... EURO 5 EATON 4405E / 70C16 3.0 16V EURO 3 F1C .../08 6S420V ZF (TDS C/VOLANTE BI-MASSA) DIAM:280 EST:10 - ORIGINAL DE FABRICA	Auto Peças	Embreagens		Iveco	87089300	7908304816682	11940	11940	37.00	34	8	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/29968.jpg	1358,27	1358,27	S
29969	BOMBA DE AGUA COROLLA 1.6/1.8/2.0 09/13 / RAV4 2.0 16V 08/... (EMBAL. 20 PCS) - AUTOTEC	Auto Peças	Bombas De Água	AUTOTEC	Toyota	84133090	6972008282938	1050	1050	13.00	13	13	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/29969.jpg	115,18	115,18	S
29971	BOMBA DE AGUA GOL / PARATI / VOYAGE 1.0 16V POWER 01/06 / POLO 1.0 16V 02/06  (EMBAL. 20 PCS)- AUTOTEC	Auto Peças	Bombas De Água	Bombas De Água	Volkswagen		6972008282952	800		0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/29971.jpg	58,94	58,94	N
29972	BOMBA DE AGUA EDGE 3.5 V6 08/SET-10 (POLIA C/ENGRENAGEM SIMPLES) (EMBAL. 12 PCS) - AUTOTEC	Auto Peças	Bombas De Água	Bombas De Água	Ford		6972008282969	1800		0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/29972.jpg	200,45	200,45	N
29973	BOMBA DE AGUA HB20 1.6 16V 12/... / VELOSTER 1.6 16V 12/... / I30 1.6 FLEX AUT. 13/... CRETA 1.6 16V 17/... / CERATO 1.6 16V 10/... TDS MOTOR G4FC (EMBAL. 20 PCS) - AUTOTEC	Auto Peças	Bombas De Água	AUTOTEC	Hyundai	84133090	6972008282976	713	713	0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/29973.jpg	105,15	105,15	S
29974	BOMBA DE AGUA MINI COOPER CABRIO 1.6/1.6 S/1.6 ONE 08/15 / CLUBMAN 1.6/1.6 S/1.4 ONE/1.6 ONE 08/14 / COUNTRYMAN 1.6/1.6 S/1.6 ONE 10/16 / COUPE 1.6/1.6 S 11/15 / MINI COOPER HATCH 1.6/1.6 S/1.4 ONE/1.6 ONE 07/13 / PACEMAN 1.6/1.6S 12/16 / ROADSTER 1.6/1.	Auto Peças	Bombas De Água	AUTOTEC	BMW	84133090	6972008282983	760	760	0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/29974.jpg	123,08	123,08	S
29974	BOMBA DE AGUA MINI COOPER CABRIO 1.6/1.6 S/1.6 ONE 08/15 / CLUBMAN 1.6/1.6 S/1.4 ONE/1.6 ONE 08/14 / COUNTRYMAN 1.6/1.6 S/1.6 ONE 10/16 / COUPE 1.6/1.6 S 11/15 / MINI COOPER HATCH 1.6/1.6 S/1.4 ONE/1.6 ONE 07/13 / PACEMAN 1.6/1.6S 12/16 / ROADSTER 1.6/1.	Auto Peças	Bombas De Água	AUTOTEC	Citroen	84133090	6972008282983	760	760	0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/29974.jpg	123,08	123,08	S
29974	BOMBA DE AGUA MINI COOPER CABRIO 1.6/1.6 S/1.6 ONE 08/15 / CLUBMAN 1.6/1.6 S/1.4 ONE/1.6 ONE 08/14 / COUNTRYMAN 1.6/1.6 S/1.6 ONE 10/16 / COUPE 1.6/1.6 S 11/15 / MINI COOPER HATCH 1.6/1.6 S/1.4 ONE/1.6 ONE 07/13 / PACEMAN 1.6/1.6S 12/16 / ROADSTER 1.6/1.	Auto Peças	Bombas De Água	AUTOTEC	Mini	84133090	6972008282983	760	760	0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/29974.jpg	123,08	123,08	S
29974	BOMBA DE AGUA MINI COOPER CABRIO 1.6/1.6 S/1.6 ONE 08/15 / CLUBMAN 1.6/1.6 S/1.4 ONE/1.6 ONE 08/14 / COUNTRYMAN 1.6/1.6 S/1.6 ONE 10/16 / COUPE 1.6/1.6 S 11/15 / MINI COOPER HATCH 1.6/1.6 S/1.4 ONE/1.6 ONE 07/13 / PACEMAN 1.6/1.6S 12/16 / ROADSTER 1.6/1.	Auto Peças	Bombas De Água	AUTOTEC	Peugeot	84133090	6972008282983	760	760	0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/29974.jpg	123,08	123,08	S
29975	BOMBA DE AGUA TIIDA 1.8 16V 08/... / VERSA 1.8 16V 12/... / SENTRA 2.0 16V 07/... / LIVINA / GRAN LIVINA 1.8 16V 10/... / XTRAIL 2.0 FWD 07/... / FLUENCE 2.0 16V 11/... (EMBAL. 20 PCS) - AUTOTEC	Auto Peças	Bombas De Água	AUTOTEC	Nissan	84133090	6972008282990	1030	1030	17.00	11,5	12	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/29975.jpg	117,57	117,57	S
29975	BOMBA DE AGUA TIIDA 1.8 16V 08/... / VERSA 1.8 16V 12/... / SENTRA 2.0 16V 07/... / LIVINA / GRAN LIVINA 1.8 16V 10/... / XTRAIL 2.0 FWD 07/... / FLUENCE 2.0 16V 11/... (EMBAL. 20 PCS) - AUTOTEC	Auto Peças	Bombas De Água	AUTOTEC	Renault	84133090	6972008282990	1030	1030	17.00	11,5	12	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/29975.jpg	117,57	117,57	S
29976	BOMBA DE AGUA JETTA 2.5 FSI 07/11 / NEW BEETLE 2.5 20V 05/... (EMBAL. 20 PCS) - AUTOTEC	Auto Peças	Bombas De Água	AUTOTEC	Volkswagen	84133090	6972008283003	1000	1000	0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/29976.jpg	120,42	120,42	N
29977	BOMBA DE AGUA AMAROK 2.0 16V DIESEL 11/... (EMBAL. 20 PCS) - AUTOTEC	Auto Peças	Bombas De Água	AUTOTEC	Volkswagen	84133090	6972008283010	1000	1000	0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/29977.jpg	93,76	93,76	S
29978	BOMBA DE AGUA JETTA 2.0 TSI 11/13/ TIGUAN 2.0 TFSI 07/... / PASSAT/VARIANT 10/14/ A3 1.8 TFSI 06/12/ A3 2.0 TFSI 08/13/ A4 2.0 TFSI 11/15/ A5 2.0 TFSI 09/.../ Q3 2.0 TFSI 11/.../ Q5 2.0 TFSI 09/... (S/ VALV. TERM. ELETRONICA) (MONTA C/ CARCACA 12538 OU 7	Auto Peças	Bombas De Água	AUTOTEC	Audi	84133090	7908304875863	1000	1000	0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/29978.jpg	121,57	121,57	S
29978	BOMBA DE AGUA JETTA 2.0 TSI 11/13/ TIGUAN 2.0 TFSI 07/... / PASSAT/VARIANT 10/14/ A3 1.8 TFSI 06/12/ A3 2.0 TFSI 08/13/ A4 2.0 TFSI 11/15/ A5 2.0 TFSI 09/.../ Q3 2.0 TFSI 11/.../ Q5 2.0 TFSI 09/... (S/ VALV. TERM. ELETRONICA) (MONTA C/ CARCACA 12538 OU 7	Auto Peças	Bombas De Água	AUTOTEC	Volkswagen	84133090	7908304875863	1000	1000	0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/29978.jpg	121,57	121,57	S
29986	CORRENTE BOMBA OLEO SPORTAGE 2.0 16V FLEX 12/... - KOREA	Auto Peças	Kit Corrente		Kia Motors	84099190	7908304844104	190	190	0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/29986.jpg	89,21	89,21	S
29988	MOTOR LIMPADOR PARABRISA TUCSON 2.0 - KOREA	Auto Peças	Diversos	Diversos	Hyundai		7908304846887	1350		0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/29988.jpg	167,4	167,4	S
29990	VOLANTE MOTOR HR 05/12 - KOREA	Auto Peças	Diversos	Diversos	Hyundai			18620		0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/29990.jpg	1487,74	1487,74	N
29991	FECHADURA PORTA TRASEIRA LE PICANTO 1.0 FLEX 12/... - KOREA	Auto Peças	Diversos		Kia Motors	83012000	7908304845484	400	400	0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/29991.jpg	42,9	42,9	N
29992	FECHADURA PORTA TRASEIRA LD PICANTO 1.0 FLEX 12/... - KOREA	Auto Peças	Diversos		Kia Motors	83012000	7908304845477	400	400	0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/29992.jpg	37,37	37,37	N
29993	BANDEJA LD C/PIVO E C/BUCHA TIPO 93/97 / TEMPRA SW 93/97 - DLZ	Auto Peças	Bandejas E Braços	DLZ	Fiat	87089990	6941200083186	4000	4000	0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/29993.jpg	152,05	152,05	S
29994	BANDEJA LE C/PIVO E C/BUCHA TIPO 93/97 / TEMPRA SW 93/97 - DLZ	Auto Peças	Bandejas E Braços	DLZ	Fiat	87089990	6941200083865	4000	4000	0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/29994.jpg	197,77	197,77	S
29995	BANDEJA LE S/PIVO E C/BUCHA SANTANA/QUANTUM 88/06 / VERSAILLES/ROYALE 92/96 - DLZ	Auto Peças	Bandejas E Braços	DLZ	Ford	87089990	6941200084046	2500	2500	0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/29995.jpg	58,6	58,6	S
29995	BANDEJA LE S/PIVO E C/BUCHA SANTANA/QUANTUM 88/06 / VERSAILLES/ROYALE 92/96 - DLZ	Auto Peças	Bandejas E Braços	DLZ	Volkswagen	87089990	6941200084046	2500	2500	0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/29995.jpg	58,6	58,6	S
29996	BANDEJA LD S/PIVO E C/BUCHA SANTANA/QUANTUM 88/06 / VERSAILLES/ROYALE 92/96 - DLZ	Auto Peças	Bandejas E Braços	DLZ	Ford	87089990	6941200083360	2500	2500	0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/29996.jpg	56,09	56,09	S
29996	BANDEJA LD S/PIVO E C/BUCHA SANTANA/QUANTUM 88/06 / VERSAILLES/ROYALE 92/96 - DLZ	Auto Peças	Bandejas E Braços	DLZ	Volkswagen	87089990	6941200083360	2500	2500	0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/29996.jpg	56,09	56,09	S
3119	COXIM AMORT. DIANT. SUP. LD DUCATO / BOXER / JUMPER 94/05 E 06/... (EMBAL. 16 PCS) - FRONTIER	Auto Peças	Borrachas	Borrachas	Citroen		7908304823963	1670		0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/3119.jpg	102,42	102,42	N
3119	COXIM AMORT. DIANT. SUP. LD DUCATO / BOXER / JUMPER 94/05 E 06/... (EMBAL. 16 PCS) - FRONTIER	Auto Peças	Borrachas	Borrachas	Fiat		7908304823963	1670		0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/3119.jpg	102,42	102,42	N
3119	COXIM AMORT. DIANT. SUP. LD DUCATO / BOXER / JUMPER 94/05 E 06/... (EMBAL. 16 PCS) - FRONTIER	Auto Peças	Borrachas	Borrachas	Peugeot		7908304823963	1670		0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/3119.jpg	102,42	102,42	N
3120	COXIM AMORT. DIANT. SUP. LE DUCATO / BOXER / JUMPER 94/05 E 06/... (EMBAL. 16 PCS) - FRONTIER	Auto Peças	Borrachas	Borrachas	Citroen	87089990	7908304823970	1670		0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/3120.jpg	102,42	102,42	N
3120	COXIM AMORT. DIANT. SUP. LE DUCATO / BOXER / JUMPER 94/05 E 06/... (EMBAL. 16 PCS) - FRONTIER	Auto Peças	Borrachas	Borrachas	Fiat	87089990	7908304823970	1670		0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/3120.jpg	102,42	102,42	N
3120	COXIM AMORT. DIANT. SUP. LE DUCATO / BOXER / JUMPER 94/05 E 06/... (EMBAL. 16 PCS) - FRONTIER	Auto Peças	Borrachas	Borrachas	Peugeot	87089990	7908304823970	1670		0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/3120.jpg	102,42	102,42	N
3248	CABO TRANSMISSAO PRETO BESTA 2.7 - - KOREA	Auto Peças	Cabos	Cabos	Kia Motors			940		0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/3248.jpg	138,3	138,3	N
3353	LANTERNA TRAS. LE BESTA GS 2.7/ 3.0 - KOREA	Auto Peças	Faróis E Lanternas	Faróis E Lanternas		85122022	7908304846306	1055		0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/3353.jpg	133,58	133,58	N
3354	LANTERNA TRAS. LD BESTA GS 2.7/ 3.0	Auto Peças	Faróis E Lanternas			85122022	7908304846207	1055	1055	14.00	21	33	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/3354.jpg	133,58	133,58	S
3355	MACANETA EXTERNA PORTA DIANT. LD TOPIC/ BESTA 2.2/2.7 - KOREA	Auto Peças	Diversos	Diversos	Asia Motors			70		0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/3355.jpg	14,65	14,65	N
3355	MACANETA EXTERNA PORTA DIANT. LD TOPIC/ BESTA 2.2/2.7 - KOREA	Auto Peças	Diversos	Diversos	Kia Motors			70		0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/3355.jpg	14,65	14,65	N
3356	MACANETA EXTERNA PORTA TRAS. TOPIC/ BESTA 2.2/2.7	Auto Peças	Maçanetas			83023000	7908304846405	115	115	0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/3356.jpg	16,06	16,06	S
3362	KIT DE EMBREAGEM ESCORT 1.8/2.0 AP CAMBIO MQ .../96/VERONA 1.8/ 2.0 8V AP CAMBIO MQ 93/96/PASSAT/VARIANT 2.0 IMPORT .../98/POINTER 1.8/2.0 8V 94/97/POLO CLASSIC 1.8 8V AP 96/.../VAN 1.6 8V MI 99/.../INCA 1.6 8V 98/... DIAM: 216 EST:28 - MECARM	Auto Peças	Embreagens	MECARM	Ford	87089300	8051499123062	5120	5120	30.00	27,5	7	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/3362.jpg	477,05	477,05	S
3362	KIT DE EMBREAGEM ESCORT 1.8/2.0 AP CAMBIO MQ .../96/VERONA 1.8/ 2.0 8V AP CAMBIO MQ 93/96/PASSAT/VARIANT 2.0 IMPORT .../98/POINTER 1.8/2.0 8V 94/97/POLO CLASSIC 1.8 8V AP 96/.../VAN 1.6 8V MI 99/.../INCA 1.6 8V 98/... DIAM: 216 EST:28 - MECARM	Auto Peças	Embreagens	MECARM	Seat	87089300	8051499123062	5120	5120	30.00	27,5	7	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/3362.jpg	477,05	477,05	S
3362	KIT DE EMBREAGEM ESCORT 1.8/2.0 AP CAMBIO MQ .../96/VERONA 1.8/ 2.0 8V AP CAMBIO MQ 93/96/PASSAT/VARIANT 2.0 IMPORT .../98/POINTER 1.8/2.0 8V 94/97/POLO CLASSIC 1.8 8V AP 96/.../VAN 1.6 8V MI 99/.../INCA 1.6 8V 98/... DIAM: 216 EST:28 - MECARM	Auto Peças	Embreagens	MECARM	Volkswagen	87089300	8051499123062	5120	5120	30.00	27,5	7	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/3362.jpg	477,05	477,05	S
3363	KIT DE EMBREAGEM ESCORT 1.6 8V AE/AP CAMBIO MQ 92/97 / ESCORT HOBBY 1.0 8V AE CAMBIO MQ 93/96 / LOGUS 1.6 8V AE/CHT 93/97 DIAM: 200 EST:28 - MECARM	Auto Peças	Embreagens	MECARM		87089300	8051499123055	4885	4885	26.00	25	6,4	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/3363.jpg	399,38	399,38	S
3484	VELA AQUECEDORA TOPIC/ BESTA 2.2/ 2.7 N  ORIG. 01353-18-140 - KOREA	Auto Peças	Velas Aquecedoras			85118010	7908304848157	30	30	0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/3484.jpg	17,91	17,91	S
3528	PINHAO DO VELOCIMETRO BESTA 2.7/ GS 2.7/ 3.0	Auto Peças	Diversos		Kia Motors	87089990	7908304846962	100	100	0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/3528.jpg	79,33	79,33	N
3533	RETENTOR PINHAO EIXO PILOTO TOPIC TDS BESTA 2.7/ GS 2.7/ 3.0 K2400 CERES	Auto Peças	Diversos	Diversos	Asia Motors			15		0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/3533.jpg	6,3	6,3	N
3533	RETENTOR PINHAO EIXO PILOTO TOPIC TDS BESTA 2.7/ GS 2.7/ 3.0 K2400 CERES	Auto Peças	Diversos	Diversos	Kia Motors			15		0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/3533.jpg	6,3	6,3	N
3571	VALVULA TERMOSTATICA BESTA 2.7 8V 93/98 / BESTA GS 2.7 8V 98/04 / TOPIC 2.7 8V 92/99 - DRIVETEC	Auto Peças	Diversos	Diversos	Asia Motors		7908304834204	100		15.00	15	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/3571.jpg	33,18	33,18	N
3571	VALVULA TERMOSTATICA BESTA 2.7 8V 93/98 / BESTA GS 2.7 8V 98/04 / TOPIC 2.7 8V 92/99 - DRIVETEC	Auto Peças	Diversos	Diversos	Kia Motors		7908304834204	100		15.00	15	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/3571.jpg	33,18	33,18	N
3597	GARFO EMBREAGEM TOPIC 93/97 - KOREA	Auto Peças	Diversos		Asia Motors	87089300	7908304845668	385	385	0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/3597.jpg	27,77	27,77	S
3663	FECHADURA PORTA TRAS. TOPIC/ BESTA 2.2/ 2.7	Auto Peças	Fechaduras	Fechaduras				280		0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/3663.jpg	51,17	51,17	N
3710	CILINDRO MESTRE FREIO BESTA GS 2.7 98/04 / TOPIC 97/... - KOREA	Auto Peças	Cilindros		Asia Motors	87083090	7908304843909	1255	1255	0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/3710.jpg	421,04	421,04	S
3710	CILINDRO MESTRE FREIO BESTA GS 2.7 98/04 / TOPIC 97/... - KOREA	Auto Peças	Cilindros		Kia Motors	87083090	7908304843909	1255	1255	0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/3710.jpg	421,04	421,04	S
3716	LANTERNA SETA LD BESTA GS 2.7/ 3.0	Auto Peças	Faróis E Lanternas	Faróis E Lanternas				450		0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/3716.jpg	96,02	96,02	N
3717	LANTERNA SETA LE BESTA GS 2.7/3.0	Auto Peças	Faróis E Lanternas	Faróis E Lanternas		85122022	7908304846061	450		0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/3717.jpg	96,02	96,02	N
3765	CILINDRO AUXILIAR EMBREAGEM BESTA 2.2/2.7 92/97 / K2400 95/97 / BESTA GS 2.7/3.0 97/05 - KOREA	Auto Peças	Cilindros		Kia Motors	87089300	7908304843671	400	400	0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/3765.jpg	108,61	108,61	S
